ldsId,passageTime,passagetimeMs,loopPairId,startLoop,endLoop,vehicleLength,vehicleSpeed
1537,1643095972,626,3,5,6,371,93
1537,1643095974,243,3,5,6,648,92
1537,1643095974,750,2,3,4,395,106
1537,1643095975,666,3,5,6,361,85
1537,1643095975,820,2,3,4,489,101
1537,1643095977,791,3,5,6,531,85
1537,1643095977,852,1,1,2,572,128
1537,1643095978,637,2,3,4,416,102
1537,1643095980,537,1,1,2,357,110
1537,1643095981,776,3,5,6,476,92
1537,1643095982,846,2,3,4,364,96
1537,1643095983,642,2,3,4,79,93
1537,1643095983,670,1,1,2,250,108
1537,1643095983,970,3,5,6,342,76
1537,1643095990,33,2,3,4,404,99
1537,1643095992,146,3,5,6,374,84
1537,1643095994,554,1,1,2,184,101
1537,1643095994,577,2,3,4,259,104
1537,1643095996,66,2,3,4,1303,80
1537,1643095998,522,2,3,4,418,97
1537,1643096000,83,2,3,4,562,93
1537,1643096001,564,2,3,4,442,93
1537,1643096002,576,2,3,4,417,88
1537,1643096003,185,3,5,6,475,90
1537,1643096011,201,1,1,2,429,115
1537,1643096013,291,1,1,2,382,104
1537,1643096013,901,2,3,4,341,88
1537,1643096017,123,2,3,4,467,120
1537,1643096023,331,3,5,6,429,124
1537,1643096025,266,2,3,4,289,113
1537,1643096027,179,2,3,4,468,106
1537,1643096028,358,1,1,2,435,119
1537,1643096028,852,2,3,4,429,109
1537,1643096029,830,1,1,2,454,127
1537,1643096030,711,3,5,6,453,115
1537,1643096035,370,2,3,4,372,106
1537,1643096045,17,2,3,4,413,106
1537,1643096048,987,2,3,4,333,97
1537,1643096049,821,3,5,6,401,109
1537,1643096061,1,3,5,6,542,89
1537,1643096065,790,2,3,4,462,91
1537,1643096066,351,3,5,6,416,93
1537,1643096069,385,2,3,4,451,104
1537,1643096071,395,2,3,4,413,102
1537,1643096072,315,1,1,2,393,121
1537,1643096073,698,2,3,4,430,100
1537,1643096075,157,2,3,4,475,102
1537,1643096076,672,3,5,6,325,95
1537,1643096076,937,1,1,2,481,121
1537,1643096077,514,3,5,6,461,94
1537,1643096078,226,2,3,4,374,100
1537,1643096078,773,1,1,2,443,115
1537,1643096081,371,2,3,4,421,94
1537,1643096081,768,1,1,2,581,108
1537,1643096082,682,3,5,6,553,96
1537,1643096084,520,1,1,2,425,112
1537,1643096084,781,3,5,6,451,91
1537,1643096084,991,2,3,4,417,103
1537,1643096085,83,1,1,2,461,108
1537,1643096086,113,1,1,2,441,110
1537,1643096086,643,3,5,6,432,96
1537,1643096086,739,1,1,2,405,110
1537,1643096087,316,3,5,6,423,92
1537,1643096087,926,1,1,2,397,111
1537,1643096088,135,2,3,4,649,99
1537,1643096088,914,1,1,2,398,108
1537,1643096089,541,2,3,4,457,99
1537,1643096090,282,1,1,2,410,107
1537,1643096091,70,1,1,2,349,105
1537,1643096091,507,2,3,4,427,87
1537,1643096091,847,1,1,2,464,103
1537,1643096092,117,2,3,4,448,90
1537,1643096092,395,1,1,2,399,95
1537,1643096093,418,1,1,2,385,106
1537,1643096094,329,2,3,4,440,94
1537,1643096094,632,1,1,2,555,99
1537,1643096095,392,1,1,2,414,91
1537,1643096096,349,3,5,6,407,92
1537,1643096096,607,1,1,2,568,98
1537,1643096096,858,2,3,4,476,102
1537,1643096097,618,3,5,6,475,89
1537,1643096097,738,1,1,2,461,100
1537,1643096099,697,2,3,4,453,96
1537,1643096102,582,2,3,4,484,93
1537,1643096105,540,3,5,6,490,91
1537,1643096105,707,2,3,4,394,107
1537,1643096107,787,2,3,4,457,102
1537,1643096109,988,2,3,4,493,92
1537,1643096110,452,1,1,2,572,102
1537,1643096111,596,2,3,4,660,91
1537,1643096116,876,2,3,4,388,94
1537,1643096120,71,2,3,4,381,128
1537,1643096122,862,1,1,2,477,138
1537,1643096129,475,2,3,4,502,99
1537,1643096137,168,2,3,4,1785,82
1537,1643096148,897,2,3,4,946,73
1537,1643096149,603,1,1,2,425,110
1537,1643096151,300,1,1,2,404,106
1537,1643096151,798,1,1,2,407,108
1537,1643096151,927,2,3,4,1553,82
1537,1643096152,862,1,1,2,389,108
1537,1643096153,909,1,1,2,423,94
1537,1643096166,902,2,3,4,433,127
1537,1643096170,32,2,3,4,329,115
1537,1643096175,408,2,3,4,508,92
1537,1643096175,702,1,1,2,463,109
1537,1643096177,125,1,1,2,434,124
1537,1643096178,895,2,3,4,404,96
1537,1643096179,630,2,3,4,444,99
1537,1643096179,744,1,1,2,463,113
1537,1643096180,47,2,3,4,355,96
1537,1643096182,335,1,1,2,471,124
1537,1643096182,499,2,3,4,417,99
1537,1643096183,168,2,3,4,442,97
1537,1643096184,377,2,3,4,384,98
1537,1643096185,107,2,3,4,174,98
1537,1643096185,144,1,1,2,369,113
1537,1643096186,182,2,3,4,421,106
1537,1643096186,641,1,1,2,518,128
1537,1643096187,243,2,3,4,586,105
1537,1643096188,860,2,3,4,393,101
1537,1643096191,759,1,1,2,464,125
1537,1643096194,159,2,3,4,460,118
1537,1643096196,450,2,3,4,369,123
1537,1643096197,188,3,5,6,400,100
1537,1643096198,850,2,3,4,353,101
1537,1643096199,602,2,3,4,361,100
1537,1643096199,625,3,5,6,424,87
1537,1643096200,917,2,3,4,357,96
1537,1643096204,169,2,3,4,441,96
1537,1643096204,763,3,5,6,422,100
1537,1643096206,538,2,3,4,391,105
1537,1643096208,279,1,1,2,369,115
1537,1643096208,406,2,3,4,388,98
1537,1643096211,500,3,5,6,357,114
1537,1643096211,805,2,3,4,391,100
1537,1643096211,850,1,1,2,365,122
1537,1643096212,514,1,1,2,408,119
1537,1643096214,340,3,5,6,524,88
1537,1643096215,690,2,3,4,486,104
1537,1643096215,743,3,5,6,332,86
1537,1643096217,799,3,5,6,570,94
1537,1643096219,514,2,3,4,378,97
1537,1643096220,506,3,5,6,446,100
1537,1643096221,615,2,3,4,473,107
1537,1643096224,105,2,3,4,463,101
1537,1643096225,106,3,5,6,381,94
1537,1643096226,383,2,3,4,445,103
1537,1643096228,293,3,5,6,472,100
1537,1643096228,991,2,3,4,419,102
1537,1643096230,389,1,1,2,475,105
1537,1643096231,655,2,3,4,397,100
1537,1643096232,3,3,5,6,372,98
1537,1643096232,652,1,1,2,408,101
1537,1643096234,333,2,3,4,372,102
1537,1643096239,283,2,3,4,1709,83
1537,1643096240,698,1,1,2,365,103
1537,1643096242,511,3,5,6,463,92
1537,1643096249,315,3,5,6,469,83
1537,1643096254,149,2,3,4,401,104
1537,1643096254,834,3,5,6,453,90
1537,1643096258,29,3,5,6,539,89
1537,1643096259,268,3,5,6,520,88
1537,1643096259,339,2,3,4,326,100
1537,1643096261,267,2,3,4,528,97
1537,1643096267,516,2,3,4,507,85
1537,1643096268,579,2,3,4,517,85
1537,1643096269,573,2,3,4,431,90
1537,1643096271,539,3,5,6,370,90
1537,1643096275,504,1,1,2,440,102
1537,1643096275,585,2,3,4,1202,88
1537,1643096276,250,1,1,2,449,95
1537,1643096278,511,2,3,4,347,91
1537,1643096283,82,2,3,4,501,100
1537,1643096290,625,2,3,4,385,111
1537,1643096293,743,1,1,2,475,139
1537,1643096295,640,2,3,4,457,109
1537,1643096297,564,3,5,6,397,96
1537,1643096303,263,2,3,4,333,99
1537,1643096306,824,3,5,6,361,95
1537,1643096309,192,2,3,4,376,98
1537,1643096311,141,2,3,4,427,117
1537,1643096311,762,1,1,2,368,134
1537,1643096314,22,1,1,2,430,130
1537,1643096315,24,2,3,4,385,105
1537,1643096317,486,2,3,4,397,106
1537,1643096318,670,2,3,4,396,110
1537,1643096324,976,2,3,4,415,119
1537,1643096325,433,3,5,6,360,103
1537,1643096326,172,2,3,4,441,111
1537,1643096326,426,3,5,6,353,99
1537,1643096328,35,2,3,4,417,106
1537,1643096329,946,2,3,4,444,129
1537,1643096333,148,2,3,4,330,123
1537,1643096333,996,3,5,6,357,93
1537,1643096334,568,1,1,2,446,130
1537,1643096335,479,3,5,6,385,94
1537,1643096335,996,3,5,6,387,94
1537,1643096336,29,2,3,4,326,107
1537,1643096336,583,1,1,2,412,130
1537,1643096337,79,2,3,4,353,100
1537,1643096339,947,1,1,2,524,112
1537,1643096340,118,2,3,4,503,97
1537,1643096341,89,2,3,4,357,99
1537,1643096341,976,3,5,6,458,103
1537,1643096344,50,2,3,4,418,103
1537,1643096345,249,1,1,2,387,108
1537,1643096345,770,2,3,4,344,100
1537,1643096346,495,3,5,6,435,99
1537,1643096347,947,2,3,4,396,96
1537,1643096349,228,2,3,4,394,99
1537,1643096349,745,3,5,6,420,121
1537,1643096357,775,2,3,4,420,95
1537,1643096359,131,2,3,4,401,95
1537,1643096360,875,2,3,4,419,98
1537,1643096361,831,3,5,6,705,81
1537,1643096362,11,2,3,4,429,103
1537,1643096362,34,1,1,2,328,115
1537,1643096363,238,3,5,6,399,81
1537,1643096364,229,3,5,6,381,81
1537,1643096364,441,1,1,2,466,110
1537,1643096365,431,1,1,2,504,106
1537,1643096365,722,2,3,4,732,90
1537,1643096367,330,1,1,2,1266,97
1537,1643096368,153,2,3,4,476,93
1537,1643096368,268,1,1,2,393,105
1537,1643096369,559,1,1,2,415,102
1537,1643096370,632,1,1,2,443,101
1537,1643096371,229,1,1,2,535,101
1537,1643096371,539,2,3,4,507,93
1537,1643096371,722,3,5,6,351,81
1537,1643096372,280,2,3,4,437,90
1537,1643096372,397,1,1,2,512,95
1537,1643096372,949,1,1,2,412,100
1537,1643096373,76,2,3,4,420,90
1537,1643096374,230,1,1,2,461,99
1537,1643096374,670,3,5,6,400,91
1537,1643096375,347,2,3,4,408,106
1537,1643096375,591,1,1,2,405,101
1537,1643096375,622,3,5,6,343,88
1537,1643096376,294,1,1,2,422,101
1537,1643096377,40,1,1,2,482,104
1537,1643096379,28,3,5,6,610,114
1537,1643096379,505,2,3,4,405,101
1537,1643096380,381,3,5,6,422,94
1537,1643096384,242,1,1,2,467,128
1537,1643096384,833,2,3,4,427,86
1537,1643096386,598,1,1,2,469,107
1537,1643096387,147,2,3,4,329,87
1537,1643096389,863,2,3,4,457,103
1537,1643096390,870,2,3,4,366,101
1537,1643096391,805,2,3,4,356,99
1537,1643096392,163,1,1,2,459,105
1537,1643096393,860,2,3,4,428,99
1537,1643096396,326,2,3,4,502,95
1537,1643096402,511,2,3,4,371,100
1537,1643096404,21,1,1,2,379,118
1537,1643096405,901,2,3,4,666,97
1537,1643096407,81,2,3,4,1492,99
1537,1643096407,996,2,3,4,482,102
1537,1643096409,276,1,1,2,445,105
1537,1643096409,489,2,3,4,1308,99
1537,1643096410,701,1,1,2,454,100
1537,1643096411,479,1,1,2,343,99
1537,1643096414,32,1,1,2,470,108
1537,1643096417,327,3,5,6,1712,74
1537,1643096419,87,2,3,4,447,100
1537,1643096424,314,2,3,4,419,104
1537,1643096427,924,2,3,4,375,103
1537,1643096428,116,1,1,2,403,121
1537,1643096428,707,1,1,2,469,119
1537,1643096431,580,3,5,6,426,95
1537,1643096433,529,2,3,4,426,120
1537,1643096435,18,3,5,6,411,103
1537,1643096439,391,1,1,2,485,137
1537,1643096440,572,2,3,4,386,115
1537,1643096441,158,1,1,2,450,121
1537,1643096451,206,2,3,4,397,94
1537,1643096451,906,3,5,6,411,99
1537,1643096453,129,3,5,6,638,95
1537,1643096455,387,2,3,4,402,105
1537,1643096457,376,2,3,4,411,108
1537,1643096459,384,2,3,4,406,101
1537,1643096462,283,2,3,4,389,94
1537,1643096464,725,2,3,4,985,90
1537,1643096465,488,3,5,6,371,99
1537,1643096466,445,2,3,4,522,88
1537,1643096469,836,2,3,4,986,85
1537,1643096470,7,1,1,2,507,128
1537,1643096470,292,3,5,6,416,94
1537,1643096471,694,1,1,2,481,163
1537,1643096473,488,2,3,4,436,107
1537,1643096474,683,2,3,4,414,115
1537,1643096479,235,1,1,2,198,99
1537,1643096479,258,2,3,4,222,103
1537,1643096480,200,2,3,4,399,97
1537,1643096480,342,3,5,6,433,107
1537,1643096480,784,1,1,2,426,125
1537,1643096481,833,1,1,2,503,122
1537,1643096483,244,1,1,2,451,120
1537,1643096484,354,1,1,2,399,111
1537,1643096484,743,2,3,4,561,98
1537,1643096487,80,2,3,4,372,98
1537,1643096488,110,2,3,4,331,99
1537,1643096488,731,3,5,6,463,100
1537,1643096490,239,1,1,2,481,107
1537,1643096490,541,2,3,4,387,99
1537,1643096490,983,3,5,6,397,97
1537,1643096492,180,3,5,6,425,90
1537,1643096492,255,2,3,4,415,100
1537,1643096492,952,1,1,2,548,130
1537,1643096494,217,3,5,6,354,95
1537,1643096495,951,3,5,6,465,95
1537,1643096497,144,2,3,4,447,119
1537,1643096498,389,1,1,2,331,107
1537,1643096500,146,1,1,2,324,113
1537,1643096501,91,1,1,2,434,118
1537,1643096501,958,2,3,4,1760,85
1537,1643096502,707,2,3,4,365,79
1537,1643096502,987,3,5,6,347,93
1537,1643096503,755,1,1,2,438,103
1537,1643096503,906,3,5,6,413,89
1537,1643096504,518,1,1,2,453,100
1537,1643096504,734,2,3,4,357,100
1537,1643096506,558,3,5,6,342,87
1537,1643096506,704,2,3,4,352,97
1537,1643096507,68,1,1,2,419,103
1537,1643096509,146,2,3,4,193,93
1537,1643096509,170,1,1,2,280,98
1537,1643096510,296,2,3,4,1130,84
1537,1643096512,299,1,1,2,89,116
1537,1643096512,323,2,3,4,208,102
1537,1643096516,439,2,3,4,340,102
1537,1643096517,342,3,5,6,440,81
1537,1643096518,387,2,3,4,461,94
1537,1643096519,289,2,3,4,350,100
1537,1643096525,822,3,5,6,523,85
1537,1643096527,212,2,3,4,374,90
1537,1643096528,821,3,5,6,364,85
1537,1643096530,205,3,5,6,436,85
1537,1643096533,686,2,3,4,541,95
1537,1643096544,890,3,5,6,344,104
1537,1643096545,121,2,3,4,314,96
1537,1643096551,425,2,3,4,440,112
1537,1643096553,777,1,1,2,131,104
1537,1643096553,820,2,3,4,405,108
1537,1643096556,676,1,1,2,488,124
1537,1643096556,956,2,3,4,1695,77
1537,1643096557,878,3,5,6,337,79
1537,1643096558,522,3,5,6,354,81
1537,1643096562,557,1,1,2,512,122
1537,1643096569,671,2,3,4,430,101
1537,1643096571,631,2,3,4,406,96
1537,1643096572,355,3,5,6,425,85
1537,1643096576,867,2,3,4,612,110
1537,1643096579,654,3,5,6,381,95
1537,1643096579,765,2,3,4,336,95
1537,1643096582,20,2,3,4,367,101
1537,1643096582,194,1,1,2,463,110
1537,1643096582,626,2,3,4,406,106
1537,1643096582,739,1,1,2,478,123
1537,1643096586,617,1,1,2,512,133
1537,1643096589,617,2,3,4,459,106
1537,1643096590,637,1,1,2,416,134
1537,1643096592,272,1,1,2,456,131
1537,1643096592,645,3,5,6,320,87
1537,1643096592,804,2,3,4,435,97
1537,1643096594,906,2,3,4,488,107
1537,1643096595,548,1,1,2,462,115
1537,1643096596,161,1,1,2,390,110
1537,1643096596,206,2,3,4,448,99
1537,1643096596,750,2,3,4,310,92
1537,1643096597,677,1,1,2,529,117
1537,1643096597,700,2,3,4,358,90
1537,1643096599,814,2,3,4,446,93
1537,1643096601,352,2,3,4,298,108
1537,1643096602,861,2,3,4,337,101
1537,1643096602,884,3,5,6,336,86
1537,1643096604,827,2,3,4,409,99
1537,1643096606,34,3,5,6,441,97
1537,1643096606,524,2,3,4,423,102
1537,1643096606,599,1,1,2,468,125
1537,1643096606,985,2,3,4,73,90
1537,1643096607,19,1,1,2,292,113
1537,1643096607,917,3,5,6,339,108
1537,1643096609,99,1,1,2,461,120
1537,1643096609,636,3,5,6,501,95
1537,1643096610,242,1,1,2,455,108
1537,1643096611,222,2,3,4,414,97
1537,1643096611,265,1,1,2,469,114
1537,1643096611,859,1,1,2,100,121
1537,1643096611,888,2,3,4,278,101
1537,1643096612,653,1,1,2,374,115
1537,1643096613,462,2,3,4,363,99
1537,1643096614,829,2,3,4,446,103
1537,1643096617,305,1,1,2,454,116
1537,1643096618,368,2,3,4,425,108
1537,1643096624,358,1,1,2,402,107
1537,1643096625,350,2,3,4,916,89
1537,1643096625,627,1,1,2,361,108
1537,1643096628,762,3,5,6,452,88
1537,1643096628,967,2,3,4,373,94
1537,1643096636,558,2,3,4,406,100
1537,1643096638,685,2,3,4,346,109
1537,1643096643,756,2,3,4,619,96
1537,1643096645,75,2,3,4,396,99
1537,1643096657,287,2,3,4,320,106
1537,1643096661,463,2,3,4,486,97
1537,1643096664,228,1,1,2,410,113
1537,1643096664,970,3,5,6,410,91
1537,1643096665,626,1,1,2,483,118
1537,1643096680,348,3,5,6,587,84
1537,1643096680,391,1,1,2,500,123
1537,1643096680,580,2,3,4,512,105
1537,1643096681,310,1,1,2,465,126
1537,1643096682,647,1,1,2,465,104
1537,1643096682,699,2,3,4,430,91
1537,1643096684,323,2,3,4,393,90
1537,1643096685,268,3,5,6,433,92
1537,1643096685,919,2,3,4,309,88
1537,1643096686,687,3,5,6,421,88
1537,1643096687,709,2,3,4,505,91
1537,1643096688,185,3,5,6,357,88
1537,1643096689,766,3,5,6,602,92
1537,1643096689,831,2,3,4,494,105
1537,1643096690,387,1,1,2,388,108
1537,1643096691,95,2,3,4,314,89
1537,1643096692,276,3,5,6,669,90
1537,1643096693,5,1,1,2,430,108
1537,1643096693,260,3,5,6,491,92
1537,1643096694,445,2,3,4,373,95
1537,1643096695,284,3,5,6,403,102
1537,1643096695,927,1,1,2,441,119
1537,1643096696,81,2,3,4,413,95
1537,1643096698,151,2,3,4,365,97
1537,1643096700,158,2,3,4,406,95
1537,1643096702,572,2,3,4,383,104
1537,1643096703,807,2,3,4,408,107
1537,1643096704,188,3,5,6,459,108
1537,1643096708,286,3,5,6,516,99
1537,1643096708,891,2,3,4,386,109
1537,1643096710,260,1,1,2,414,111
1537,1643096710,749,2,3,4,428,106
1537,1643096710,879,1,1,2,498,116
1537,1643096711,403,1,1,2,381,115
1537,1643096713,281,3,5,6,412,94
1537,1643096714,915,1,1,2,432,120
1537,1643096720,501,2,3,4,1037,90
1537,1643096721,43,1,1,2,506,107
1537,1643096721,251,2,3,4,421,89
1537,1643096722,719,2,3,4,459,84
1537,1643096723,554,1,1,2,381,110
1537,1643096723,760,2,3,4,340,90
1537,1643096724,150,1,1,2,462,115
1537,1643096724,406,3,5,6,330,89
1537,1643096725,569,2,3,4,391,91
1537,1643096727,720,2,3,4,407,105
1537,1643096730,515,2,3,4,339,106
1537,1643096731,752,2,3,4,437,107
1537,1643096732,765,1,1,2,476,107
1537,1643096733,854,3,5,6,1593,90
1537,1643096733,878,1,1,2,454,110
1537,1643096734,285,2,3,4,391,104
1537,1643096735,79,1,1,2,502,102
1537,1643096736,27,3,5,6,417,92
1537,1643096737,274,1,1,2,369,118
1537,1643096737,788,1,1,2,429,118
1537,1643096738,530,1,1,2,436,117
1537,1643096738,948,2,3,4,439,121
1537,1643096739,807,3,5,6,415,102
1537,1643096742,990,2,3,4,426,109
1537,1643096747,747,2,3,4,451,103
1537,1643096748,918,3,5,6,389,103
1537,1643096749,752,1,1,2,547,104
1537,1643096750,382,2,3,4,1640,79
1537,1643096750,665,1,1,2,402,96
1537,1643096751,845,2,3,4,423,90
1537,1643096752,178,1,1,2,474,107
1537,1643096754,241,3,5,6,492,88
1537,1643096756,195,3,5,6,2371,82
1537,1643096756,760,1,1,2,452,104
1537,1643096756,964,3,5,6,355,82
1537,1643096757,19,2,3,4,338,91
1537,1643096758,798,1,1,2,564,104
1537,1643096758,821,3,5,6,448,87
1537,1643096762,850,2,3,4,409,91
1537,1643096763,349,1,1,2,492,121
1537,1643096763,732,2,3,4,393,93
1537,1643096763,908,3,5,6,383,89
1537,1643096764,800,3,5,6,335,91
1537,1643096769,149,2,3,4,409,96
1537,1643096770,31,3,5,6,357,82
1537,1643096770,321,2,3,4,324,93
1537,1643096771,580,2,3,4,524,92
1537,1643096774,122,2,3,4,1492,98
1537,1643096775,462,3,5,6,413,112
1537,1643096780,783,2,3,4,495,121
1537,1643096787,0,1,1,2,493,115
1537,1643096788,341,2,3,4,1620,82
1537,1643096789,682,2,3,4,559,79
1537,1643096789,976,3,5,6,390,87
1537,1643096793,265,1,1,2,437,125
1537,1643096793,745,2,3,4,491,96
1537,1643096794,281,2,3,4,349,98
1537,1643096794,306,1,1,2,606,119
1537,1643096797,828,2,3,4,318,97
1537,1643096805,95,2,3,4,449,108
1537,1643096808,617,2,3,4,457,95
1537,1643096812,89,2,3,4,425,100
1537,1643096821,658,3,5,6,442,102
1537,1643096822,805,1,1,2,482,146
1537,1643096826,857,3,5,6,380,105
1537,1643096826,962,2,3,4,353,97
1537,1643096829,172,2,3,4,1076,93
1537,1643096830,847,3,5,6,398,113
1537,1643096832,834,2,3,4,458,119
1537,1643096832,877,1,1,2,413,136
1537,1643096833,345,3,5,6,369,88
1537,1643096834,930,2,3,4,365,99
1537,1643096835,15,1,1,2,492,120
1537,1643096835,540,1,1,2,184,114
1537,1643096835,563,2,3,4,208,101
1537,1643096840,28,3,5,6,408,100
1537,1643096840,627,2,3,4,527,102
1537,1643096841,167,1,1,2,476,118
1537,1643096842,609,1,1,2,457,113
1537,1643096843,685,2,3,4,454,95
1537,1643096844,839,2,3,4,330,92
1537,1643096846,267,1,1,2,300,99
1537,1643096846,429,3,5,6,359,99
1537,1643096847,188,1,1,2,402,108
1537,1643096848,475,1,1,2,398,104
1537,1643096849,496,2,3,4,408,119
1537,1643096850,592,1,1,2,436,115
1537,1643096851,175,2,3,4,387,98
1537,1643096855,667,2,3,4,452,128
1537,1643096858,726,2,3,4,408,104
1537,1643096859,300,2,3,4,439,105
1537,1643096859,674,3,5,6,377,106
1537,1643096860,871,2,3,4,440,110
1537,1643096861,390,1,1,2,454,121
1537,1643096867,762,2,3,4,965,88
1537,1643096870,576,2,3,4,352,101
1537,1643096871,506,1,1,2,459,107
1537,1643096872,113,1,1,2,491,104
1537,1643096872,297,3,5,6,967,77
1537,1643096874,895,1,1,2,424,113
1537,1643096875,845,3,5,6,468,93
1537,1643096876,824,2,3,4,460,91
1537,1643096876,999,1,1,2,437,108
1537,1643096877,759,2,3,4,445,96
1537,1643096878,18,1,1,2,411,105
1537,1643096879,695,3,5,6,347,98
1537,1643096880,924,2,3,4,351,98
1537,1643096881,702,2,3,4,380,96
1537,1643096881,728,1,1,2,436,100
1537,1643096882,391,1,1,2,424,104
1537,1643096882,725,2,3,4,486,89
1537,1643096883,23,1,1,2,419,104
1537,1643096883,128,3,5,6,402,111
1537,1643096883,240,2,3,4,460,87
1537,1643096883,818,1,1,2,388,104
1537,1643096883,986,2,3,4,489,89
1537,1643096885,152,1,1,2,511,109
1537,1643096886,665,1,1,2,428,116
1537,1643096887,468,2,3,4,440,103
1537,1643096888,254,1,1,2,392,113
1537,1643096889,271,2,3,4,399,100
1537,1643096889,722,1,1,2,421,117
1537,1643096891,495,2,3,4,650,87
1537,1643096892,21,1,1,2,513,111
1537,1643096893,3,2,3,4,656,89
1537,1643096893,371,1,1,2,515,120
1537,1643096893,646,2,3,4,426,90
1537,1643096893,833,3,5,6,323,93
1537,1643096894,830,2,3,4,336,89
1537,1643096898,368,1,1,2,559,114
1537,1643096899,926,3,5,6,527,107
1537,1643096902,465,3,5,6,332,105
1537,1643096903,665,1,1,2,411,111
1537,1643096904,322,2,3,4,323,91
1537,1643096904,979,1,1,2,430,110
1537,1643096905,67,2,3,4,413,96
1537,1643096906,735,2,3,4,395,102
1537,1643096906,998,1,1,2,447,118
1537,1643096907,904,2,3,4,370,101
1537,1643096909,761,2,3,4,361,102
1537,1643096909,936,3,5,6,354,91
1537,1643096910,149,1,1,2,471,106
1537,1643096913,991,2,3,4,422,96
1537,1643096914,377,1,1,2,444,103
1537,1643096917,343,2,3,4,494,92
1537,1643096917,366,3,5,6,485,100
1537,1643096918,351,1,1,2,535,110
1537,1643096918,761,2,3,4,395,101
1537,1643096920,208,2,3,4,438,102
1537,1643096921,232,2,3,4,398,103
1537,1643096924,428,2,3,4,1701,84
1537,1643096925,189,3,5,6,419,86
1537,1643096932,574,1,1,2,333,118
1537,1643096934,980,2,3,4,1430,85
1537,1643096936,782,3,5,6,1689,84
1537,1643096939,367,2,3,4,1628,86
1537,1643096939,499,1,1,2,354,97
1537,1643096940,579,3,5,6,316,80
1537,1643096943,337,1,1,2,512,134
1537,1643096945,112,2,3,4,341,108
1537,1643096954,849,2,3,4,990,83
1537,1643096956,672,1,1,2,482,108
1537,1643096959,678,1,1,2,424,129
1537,1643096960,807,2,3,4,430,101
1537,1643096961,264,1,1,2,448,129
1537,1643096961,969,3,5,6,413,97
1537,1643096962,343,2,3,4,340,105
1537,1643096963,669,1,1,2,292,121
1537,1643096963,694,2,3,4,430,107
1537,1643096968,558,3,5,6,310,94
1537,1643096971,66,2,3,4,424,110
1537,1643096972,196,2,3,4,458,109
1537,1643096973,65,2,3,4,345,106
1537,1643096976,479,2,3,4,439,107
1537,1643096977,201,1,1,2,371,109
1537,1643096977,392,2,3,4,362,111
1537,1643096980,935,1,1,2,429,126
1537,1643096985,171,1,1,2,404,135
1537,1643096986,108,1,1,2,376,133
1537,1643096986,623,2,3,4,476,101
1537,1643096988,210,2,3,4,404,103
1537,1643096988,484,1,1,2,474,112
1537,1643096989,115,2,3,4,491,102
1537,1643096989,558,1,1,2,445,113
1537,1643096989,993,2,3,4,409,100
1537,1643096990,134,1,1,2,414,112
1537,1643096990,976,1,1,2,447,107
1537,1643096991,0,2,3,4,421,96
1537,1643096991,102,2,3,4,463,103
1537,1643096992,676,3,5,6,369,97
1537,1643096992,700,1,1,2,364,108
1537,1643096993,471,2,3,4,431,110
1537,1643096993,612,1,1,2,726,108
1537,1643096993,663,3,5,6,356,92
1537,1643096994,301,2,3,4,420,105
1537,1643096994,844,1,1,2,415,102
1537,1643096996,49,3,5,6,691,98
1537,1643096998,307,2,3,4,429,100
1537,1643096999,676,2,3,4,337,102
1537,1643097000,882,3,5,6,418,104
1537,1643097002,342,2,3,4,412,101
1537,1643097008,377,2,3,4,464,101
1537,1643097009,776,3,5,6,430,93
1537,1643097011,50,2,3,4,386,90
1537,1643097012,9,2,3,4,390,92
1537,1643097013,699,2,3,4,418,91
1537,1643097013,741,3,5,6,457,102
1537,1643097015,433,1,1,2,402,115
1537,1643097017,177,2,3,4,452,105
1537,1643097017,854,1,1,2,70,102
1537,1643097017,881,2,3,4,240,107
1537,1643097018,183,1,1,2,387,115
1537,1643097018,970,2,3,4,348,104
1537,1643097019,196,3,5,6,397,88
1537,1643097019,392,1,1,2,443,110
1537,1643097019,882,3,5,6,444,91
1537,1643097020,532,3,5,6,395,90
1537,1643097020,900,3,5,6,311,86
1537,1643097022,386,2,3,4,418,102
1537,1643097022,507,1,1,2,380,112
1537,1643097023,202,2,3,4,366,104
1537,1643097023,421,1,1,2,410,123
1537,1643097027,742,1,1,2,359,108
1537,1643097027,901,3,5,6,1676,89
1537,1643097028,247,2,3,4,378,105
1537,1643097028,893,1,1,2,509,105
1537,1643097028,916,3,5,6,378,83
1537,1643097029,201,2,3,4,431,103
1537,1643097029,592,1,1,2,345,100
1537,1643097030,501,3,5,6,438,91
1537,1643097031,240,1,1,2,426,103
1537,1643097031,657,2,3,4,498,93
1537,1643097031,780,1,1,2,463,103
1537,1643097032,310,2,3,4,453,93
1537,1643097033,121,1,1,2,371,95
1537,1643097034,23,1,1,2,251,95
1537,1643097034,839,3,5,6,376,91
1537,1643097035,101,1,1,2,362,104
1537,1643097035,822,2,3,4,353,102
1537,1643097036,350,1,1,2,444,124
1537,1643097036,963,3,5,6,326,95
1537,1643097037,681,2,3,4,460,97
1537,1643097040,26,3,5,6,385,96
1537,1643097040,387,2,3,4,421,105
1537,1643097041,954,3,5,6,435,104
1537,1643097045,294,3,5,6,344,99
1537,1643097051,678,3,5,6,415,95
1537,1643097057,368,2,3,4,399,98
1537,1643097058,733,2,3,4,502,98
